"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","symbol","empty_1","empty_2","empty_3","NSPC_1","NSPC_2","NSPC_3"
"WBGene00018269",428.622512155099,0.909602459665171,0.183919136621059,4.94267497889732,7.7057890641603e-07,0.000151504374989241,"Sig","acs-11",276.499914765373,271.375616848425,273.834134183107,365.222821401452,543.659029898873,841.143555833362
"WBGene00000713",5227.67348305222,-0.506900274063343,0.102669157436484,-4.93719824735353,7.92528970786287e-07,0.000152986910597055,"Sig","col-140",6133.81432538968,6586.7581785058,5819.3578012991,5090.29307328273,3914.99319295284,3820.82432688316
"WBGene00001000",659.455046665502,-0.557830506655994,0.113284564413347,-4.924390161754,8.46238447626126e-07,0.000160437742829403,"Sig","dim-1",816.048397091317,843.624200202713,720.535626817002,545.225497663596,501.527480636964,529.769077581423
"WBGene00015044",125.851363410961,0.987391734235471,0.233252782146171,4.88993704441813,1.00868232490884e-06,0.000187880355150125,"Sig","cyp-34A9",16.4405354725357,11.798939862975,26.7714935653875,80.2185839863903,209.037302107167,410.841325471308
"WBGene00004258",2414.95130921745,0.481346313784334,0.0988678090576726,4.86821346705336,1.12611651446292e-06,0.000199045205313466,"Sig","pyc-1",1860.76969666427,2001.39517425714,2128.71618835639,2487.42828718774,2860.89423930391,3150.50426953524
"WBGene00019060",136.618889138913,1.05621547531096,0.216230426219164,4.8712067455471,1.109186996927e-06,0.000199045205313466,"Sig","acox-3",65.7621418901428,84.0674465236969,73.4303823507772,116.08868251689,264.132404988126,216.232276563846
"WBGene00020022",759.493348685091,-0.774067795773602,0.15907485366475,-4.8651648070574,1.14361472394475e-06,0.000199045205313466,"Sig","gldc-1",911.702421658798,1038.3067079418,1000.48895952934,736.967478899358,374.322610750044,495.171913331208
"WBGene00016630",1441.9464645501,0.55253457052201,0.113448049799772,4.86988556155563,1.11662899401607e-06,0.000199045205313466,"Sig","acer-1",1262.93204311751,1076.65326249647,1120.57823066551,1449.15198063219,1783.29884472045,1959.06442566845
"WBGene00009532",281.696555352401,0.949827143318052,0.195751467192042,4.84288794302476,1.27965463324279e-06,0.000219130536147399,"Sig","ccch-1",143.481036851221,143.062145838572,227.940145213871,258.916893029243,394.578163279808,522.200947901688
"WBGene00020216",532.693218679453,-0.769290483618332,0.159076739817483,-4.83411654743664,1.33738220955606e-06,0.000221859170607137,"Sig","trap-2",690.502489846499,666.640102258088,711.356829023155,500.877012207705,362.979501333376,263.803377407892
"WBGene00015802",199.660489052285,-0.98644948685097,0.203727800290801,-4.8371468122407,1.3171614271498e-06,0.000221859170607137,"Sig","kynu-1",292.940450237909,303.822701471606,249.357340066181,180.002676262144,81.0222101190571,90.8175561568154
"WBGene00022076",66.1488371448587,1.18177648655583,0.245089291608672,4.82424080877746,1.40537540727494e-06,0.000228170964836082,"Sig","daao-1",34.3756650789383,20.6481447602063,22.9469944846179,46.3050362848269,132.066202494063,140.5509797665
"WBGene00007875",584.664493513659,0.721332312547116,0.149532646261595,4.82239987570335,1.41841232732235e-06,0.000228170964836082,"Sig","dod-24",472.291746301935,410.013160238381,396.218104767736,572.617209268705,716.236337452465,940.610403052731
"WBGene00019327",772.575157289487,0.759104073921055,0.157753068166935,4.81041203777764,1.50619477579552e-06,0.000238675670665986,"Sig","zip-2",576.913335672616,502.92981165931,567.555663586216,657.401078522613,1090.55894820251,1240.09210609366
"WBGene00007460",161.773350156471,1.09382767599416,0.227810840620849,4.80217748043485,1.56949485616329e-06,0.000245048924821849,"Sig","C08F11.13",70.2459242917434,109.140193732519,66.5462840053919,112.175580859017,269.80395969646,342.728158353696
"WBGene00000732",1041.56392677199,-0.678695417840119,0.141708066879734,-4.78877994385295,1.67798361070324e-06,0.000258190608620815,"Sig","col-159",1252.46988418045,1387.85030138243,1277.38269297706,1032.40665406875,689.499008113176,609.775019910046
"WBGene00000653",79.2423373569543,-1.04039356677934,0.217515634662673,-4.77625380340015,1.78590963895293e-06,0.000270871466239475,"Sig","col-77",107.610777638415,115.039663664006,120.854170952321,35.2179149208543,40.5111050595286,56.2203919066
"WBGene00010790",2573.38797302835,1.07951373611232,0.244395862507707,4.76879385320361,1.85332187823105e-06,0.000271291959210485,"Sig","sodh-1",654.632230633694,489.656004313463,647.105244466224,1639.58959464866,4294.17713631003,7715.16762779803
"WBGene00000757",2230.13405149308,-0.57307677213418,0.120203381146752,-4.76749136931889,1.86533983445092e-06,0.000271291959210485,"Sig","col-184",2845.70723088254,2828.79583214826,2417.84831886257,2190.03256118942,1584.79442992876,1513.62593594692
"WBGene00010811",203.718125620513,0.952798254184801,0.199418122597942,4.76928778686376,1.84878386095754e-06,0.000271291959210485,"Sig","hmit-1.3",121.062124843217,119.464266112622,130.032968746168,170.872105727108,317.607063666704,363.270224627261
"WBGene00010336",94.5829350458457,1.14856462645587,0.241624038509007,4.74323673190062,2.10330234164803e-06,0.000301767040017258,"Sig","acox-1.6",35.8702592128052,29.4973496574375,55.0727867630829,63.913993745254,160.423976035733,222.719244860762
"WBGene00012850",77.6401481750632,1.05882041091364,0.222354839798048,4.7297022343945,2.24849376188088e-06,0.000318296776931857,"Sig","Y44A6C.1",31.3864768112045,47.1957594519,44.3641893369279,90.001338131072,123.153759380967,129.739365938308
"WBGene00000991",505.074327994118,0.64153938219215,0.136358824908372,4.70272185293272,2.5671603492745e-06,0.000353968070496719,"Sig","dhs-28",409.518792679526,367.242003235097,377.860509180041,508.703215523451,683.827453404842,683.293993941754
"WBGene00008607",249.973016434235,-0.877896154145228,0.186539074384136,-4.70276439366303,2.56662533964685e-06,0.000353968070496719,"Sig","F09B12.3",346.745839057116,342.169256026275,325.847321681574,232.17736503378,116.671982571442,136.226334235223
"WBGene00008412",587.209245678883,0.74208918972221,0.158291590123978,4.68612599883251,2.78424894158821e-06,0.000378979115549257,"Sig","D2030.2",452.862022561665,381.990678063816,427.578997230047,513.268500790969,852.353650452481,895.201624974323
"WBGene00017962",16.5705077594023,-1.0472162517463,0.233466187432791,-4.67358271270308,2.95990421069761e-06,0.000392816287562207,"Sig","fbxa-72",26.9026944096039,41.2962895204125,26.0065937492336,5.21746887716359,0,0
"WBGene00015350",193.223955916729,0.939182843764718,0.200572357309997,4.67434738150103,2.94889829851373e-06,0.000392816287562207,"Sig","fbxl-1",125.545907244818,104.715591283903,123.148870400783,183.915777920017,238.205297750028,383.812290900827
"WBGene00022181",68.1179837010785,1.09666862897813,0.233896683848967,4.6660416325858,3.07057512553812e-06,0.000402472791454793,"Sig","pho-9",32.8810709450714,35.396819588925,30.5959926461572,78.2620331574539,83.4528764226288,148.119109446235
"WBGene00005018",114.277169344325,-0.909342885486503,0.194806866697753,-4.66311002909834,3.11466112839757e-06,0.00040327264878289,"Sig","sqt-3",155.437789922156,171.084628013138,143.801165436939,67.8270954031267,82.6426543214383,64.8696829691538
"WBGene00020031",1222.51309381991,0.460333063859939,0.0988681085282116,4.65527971159829,3.23541166626496e-06,0.000413859827237772,"Sig","suco-1",953.551057407071,1011.75909325011,1092.27693746781,1357.84627528183,1388.72068144064,1530.92451807203
"WBGene00012113",159.745022904979,0.981627384758322,0.210901192889053,4.64622661502768,3.3806163009505e-06,0.000427285753180851,"Sig","T28B8.1",89.6756480320129,100.290988835288,88.7283786738558,129.132354709799,260.891516583364,289.751250595554
"WBGene00021469",252.370971276796,0.935978151262583,0.20181523005953,4.63136836289034,3.63256922901801e-06,0.000453729264758638,"Sig","Y39G10AR.11",159.921572323756,126.838603526981,174.397158083096,200.872551770798,374.322610750044,477.8733312061
"WBGene00001160",746.438538302102,0.580883411921172,0.125629108583153,4.62229595780882,3.79516036316562e-06,0.000468525785764295,"Sig","efk-1",561.967394333947,560.449643491313,635.631747223915,778.707229916667,875.850091387008,1066.02512345976
"WBGene00008358",7.96692091040767,-0.783297364048658,0.205817200012508,-4.60598539546676,4.10517202259964e-06,0.000489714734426297,"Sig","nspc-18",20.9243178741363,17.6984097944625,9.17879779384715,0,0,0
"WBGene00004061",93.7902902228844,1.11359198226347,0.241808574454683,4.60745181403104,4.07633627242788e-06,0.000489714734426297,"Sig","pmp-4",59.7837653546753,23.59787972595,41.3045900723122,65.2183609645449,204.175969500024,168.6611757198
"WBGene00010540",153.030016343973,1.04719975997809,0.226738218035892,4.60723466775317,4.08059397330501e-06,0.000489714734426297,"Sig","K03H1.5",58.2891712208084,75.2182416264657,105.556174629242,114.132131687954,240.6359640536,324.348414845769
"WBGene00019540",1823.52278516397,-0.506721970307348,0.110289466523615,-4.59420890981039,4.3439403160811e-06,0.000512440159287034,"Sig","K08D12.6",2035.63721032669,2100.21129560955,2337.53383816641,1746.54770663051,1445.43622852398,1275.77043172669
"WBGene00016716",143.830409994071,0.953591529869503,0.2079472391502,4.57522383142988,4.7571111133237e-06,0.000555013721869866,"Sig","acs-17",70.2459242917434,101.76585631816,84.9038795930862,135.654190806253,203.365747398833,267.04686155635
"WBGene00017582",114.325357683638,1.05520375403424,0.23233580684521,4.54167360146377,5.58094014170747e-06,0.00064405262483161,"Sig","F18G5.6",56.7945770869415,70.7936391778501,46.6588887853897,84.7838692539084,171.767085452401,255.154086345338
"WBGene00194908",38.9348784598031,-1.12741371752688,0.24927446428297,-4.53625222522163,5.72626923052026e-06,0.000653718284090684,"Sig","F22F7.8",74.7297066933441,73.7433741435938,44.3641893369279,23.4786099472362,6.48177680952457,10.8116138281923
"WBGene00015660",421.765150683492,0.653252236424595,0.144629380656473,4.5132920528806,6.3829030587877e-06,0.000720928529522862,"Sig","catp-3",275.005320631506,318.571376300325,357.973113960039,444.789221778196,533.126142583396,601.125728847492
"WBGene00002163",59.1461175920597,1.12138216474952,0.248484747470899,4.50463798196646,6.64861866805297e-06,0.000742711275541052,"Sig","ist-1",8.96756480320129,20.6481447602063,35.1853915430808,52.8268723812814,82.6426543214383,154.60607774315
"WBGene00003678",268.967451978573,0.879394593048297,0.195115801259621,4.50250645897355,6.71567132447405e-06,0.000742711275541052,"Sig","nhr-88",180.845890197893,156.335953184419,178.221657163866,217.82932562158,379.994165458378,500.577720245304
"WBGene00015057",157.98650852287,1.02899298096022,0.228171023108552,4.49946247338925,6.81255041993619e-06,0.000745658224829511,"Sig","gad-3",85.1918656304123,50.1454944176438,113.205172790782,117.393049736181,277.095958607175,304.887509955023
"WBGene00015814",650.078790605625,-0.710159396522829,0.158223858738774,-4.48751924592794,7.20573044610477e-06,0.000780645307615248,"Sig","oatr-1",863.875409375058,840.674465236969,777.138213212392,657.401078522613,367.840833940519,393.5427433462
"WBGene00022610",247.139768160261,-0.713258031331309,0.159244745447566,-4.47798364759789,7.53513718306248e-06,0.000808086378510852,"Sig","ltah-1.2",337.778274253915,312.671906368838,294.486429219263,209.350938696189,152.321755023827,176.229305399535
"WBGene00017565",157.310745390761,0.824370964936159,0.183989477625127,4.47006755079337,7.81948965976918e-06,0.000830195217177694,"Sig","ddo-2",119.567530709351,88.4920489723126,107.850874077704,176.741758213917,215.519078916692,235.693181454592
"WBGene00009595",93.8078659522394,1.04041319375531,0.232226199312672,4.46236078145553,8.10615936002564e-06,0.000852109840845468,"Sig","cbp-3",43.3432298821396,41.2962895204125,58.1323860276987,73.6967478899358,166.905752845258,179.472789547992
"WBGene00000667",205.498043756312,-0.766085108761295,0.172107974795323,-4.44902891369249,8.6259404682276e-06,0.000897858921089926,"Sig","col-92",266.037755828305,269.900749365553,265.420236205414,174.133023775335,112.620872065489,144.875625297777
"WBGene00000216",5468.70537630404,0.499608803485628,0.1126796083717,4.4338277516519,9.25745980000221e-06,0.000936061435205938,"Sig","asp-3",4684.05801553881,4415.7532437184,4334.68725814432,5141.81557844472,6416.95904142933,7818.95912054868
"WBGene00015392",21.8076632644479,1.04922168507936,0.242797811198858,4.43757623100916,9.09775065549302e-06,0.000936061435205938,"Sig","nspc-7",10.4621589370682,0,3.05959926461572,58.6965248680904,31.5986619464323,27.0290345704808
"WBGene00011446",295.175319683826,-0.678925520314394,0.153053068266454,-4.43513909299842,9.20128605521059e-06,0.000936061435205938,"Sig","T04F8.8",364.680968663519,398.214220375407,351.853915430808,256.960342200307,183.110194869069,216.232276563846
"WBGene00000898",1641.19185041551,0.535631221333846,0.120912790459445,4.42942902894009,9.44828986947789e-06,0.000946344278719309,"Sig","daf-2",1306.27527299966,1252.16249295822,1397.47196411323,1621.32845357859,1854.59838962522,2415.31452921816
"WBGene00001439",139.688359677323,0.942361351221352,0.212354520485549,4.42664573646211,9.57097268040474e-06,0.00094967305558745,"Sig","fkh-7",86.6864597642791,70.7936391778501,90.2581783061637,124.567069442281,194.453304285737,271.371507087627
"WBGene00003982",908.079868775095,-0.562016989190538,0.127106835487591,-4.42127891220809,9.81184247509907e-06,0.000964558625538211,"Sig","pes-9",1147.84829480977,1070.75379256498,1071.62464243166,892.187177994975,643.316348345314,622.748956503877
"WBGene00004096",151.774257012668,0.854649280785753,0.193011878196086,4.41382962559949,1.01557894233289e-05,0.000989211158784246,"Sig","pqm-1",94.1594304336135,79.6428440750813,120.089271136167,165.002453240299,217.139523119073,234.612020071773
"WBGene00002232",179.735810206733,0.957849307557206,0.217305033986567,4.40689042805492,1.04865201672463e-05,0.00101213986014231,"Sig","kpc-1",119.567530709351,109.140193732519,84.9038795930862,144.132577731644,232.533743041694,388.136936432104
"WBGene00007947",34.3732538507212,-1.0979107824713,0.248379489361688,-4.40468028107774,1.05940006930767e-05,0.00101330185007563,"Sig","C35A5.3",38.8594474805389,67.8439042121063,59.6621856600065,18.2611410700726,12.9635536190491,8.64929106255385
"WBGene00001523",44.7226834585571,1.08846706533354,0.249614115511865,4.40190163067757,1.07306208970529e-05,0.00101720537557152,"Sig","gbh-2",14.9459413386688,14.7486748287188,15.2979963230786,26.087344385818,69.6791007023891,127.577043172669
"WBGene00020649",113.43779620926,1.03453625871553,0.235033977094126,4.39587463544652,1.10327598915939e-05,0.00103659125459339,"Sig","sma-10",44.8378240160065,61.9444342806188,64.2515845569301,75.6532987188721,183.110194869069,250.829440814062
"WBGene00012398",10.0719000569492,0.686111030815171,0.201012274883297,4.38047867241372,1.18418883280413e-05,0.00110285375770889,"Sig","Y6E2A.4",0,0,0,2.6087344385818,24.3066630357171,33.5160028673962
"WBGene00001391",21.9504357157384,0.986441676232382,0.236797500645313,4.36261547216709,1.2851671413888e-05,0.00118648865566303,"Sig","far-7",0,5.8994699314875,4.58939889692358,10.4349377543272,50.2337702738154,60.5450374378769
"WBGene00009805",9.55477230964535,0.698876125423152,0.20249659910059,4.35852104640099,1.30944331605996e-05,0.00119847928332832,"Sig","F47B8.4",0,0,0,6.52183609645449,9.72266521428686,41.0841325471308
"WBGene00016269",76.2872674048979,1.06164207695636,0.243548010373514,4.34464670025881,1.3949999377831e-05,0.00126587302046523,"Sig","C30G4.4",29.8918826773376,22.1230122430781,49.7184880500054,60.6530756970268,112.620872065489,182.71627369645
