"gene_id.x","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig","symbol","gene_id.y","C_elegans_males_N2_biorep_1","C_elegans_males_N2_biorep_2","C_elegans_N2_biorep_1","C_elegans_N2_biorep_2","gene_id","C_elegans_males_N2_biorep_3","C_elegans_N2_biorep_3"
"msrp-2",507.015367136,2.7592338550798,0.240334397985081,11.4776819836652,1.70798307651309e-30,7.76022110813723e-28,"Sig","msrp-2","WBGene00022751",894.43536247501,875.390965491629,139.240676256505,118.994464320855,"msrp-2",NA,NA
"msp-152",827.711855717709,2.50503684470263,0.219228692060312,11.4252386579677,3.12795098920031e-30,1.35350907804111e-27,"Sig","msp-152","WBGene00003470",1396.28211864629,1422.24537008446,260.689488324679,231.630445815405,"msp-152",NA,NA
"F53A9.8",163.485298962375,4.47245257264998,0.389403851019444,11.4145715872396,3.53642157803443e-30,1.46070285816359e-27,"Sig","F53A9.8","WBGene00018731",359.255611428886,267.774960388481,12.3769490005782,14.5336750315548,"F53A9.8",NA,NA
"msd-2",416.412080404428,2.81524020882217,0.248028265461668,11.3463728915498,7.7303349409444e-30,3.05415450471138e-27,"Sig","msd-2","WBGene00009682",703.696558468952,756.693885424967,104.430507192379,100.827370531412,"msd-2",NA,NA
"spch-1",271.113717399524,3.40854491236397,0.300411109979769,11.3333957992299,8.96598659297172e-30,3.39474667376392e-27,"Sig","spch-1","WBGene00007307",470.365594345037,522.832376484104,54.9227111900659,36.3341875788871,"spch-1",NA,NA
"msp-40",518.597944712298,2.74235527907966,0.242705484586207,11.2961291767117,1.37130126701638e-29,4.98440584535114e-27,"Sig","msp-40","WBGene00003435",855.546868454358,951.696231248769,145.429150756794,121.719528389272,"msp-40",NA,NA
"msp-51",637.337216781,2.6656238038842,0.238343177371342,11.1818072384725,5.00600265558799e-29,1.749597928128e-26,"Sig","msp-51","WBGene00003444",1011.10084453697,1194.03610305154,187.974912946282,156.237006589215,"msp-51",NA,NA
"nspd-1",313.117736792304,3.04033451180269,0.271873928292023,11.1756901573754,5.36318392947295e-29,1.8050093469304e-26,"Sig","nspd-1","WBGene00022754",518.513253608702,599.844172479736,69.6203381282526,64.4931829525247,"nspd-1",NA,NA
"msd-1",408.289945336036,2.8304730881385,0.254946843381043,11.0980065617316,1.28272964541472e-28,4.16291581710126e-26,"Sig","msd-1","WBGene00009680",675.919062739915,758.106945901951,108.29830375506,90.8354689472178,"msd-1",NA,NA
"msp-65",401.398368885445,2.85188675216643,0.257861449332025,11.0553882816829,2.06441603808747e-28,6.4687408752072e-26,"Sig","msp-65","WBGene00003458",659.252565302492,753.161234232507,105.977625817451,87.2020501893291,"msp-65",NA,NA
"msp-49",405.741659412776,2.74522183347,0.248317292932282,11.0515488860893,2.15464917835346e-28,6.52643236123262e-26,"Sig","msp-49","WBGene00003442",722.214888954977,692.399633722192,107.524744442523,100.827370531412,"msp-49",NA,NA
"msp-76",521.192092621545,2.72163697256607,0.24682688485624,11.0236711692089,2.93825870754268e-28,8.61288931465817e-26,"Sig","msp-76","WBGene00003463",831.473038822525,981.370501265434,149.296947319475,122.627883078744,"msp-76",NA,NA
"ssp-10",275.419414630034,3.14606497778182,0.287680714604844,10.9268394708951,8.57843733152493e-28,2.43600812598647e-25,"Sig","ssp-10","WBGene00006039",470.365594345037,521.41931600712,62.6583043154273,47.2344438525533,"ssp-10",NA,NA
"F09E10.1",126.876157924892,4.71768384579216,0.432170135028978,10.8002621753226,3.4322212965246e-27,9.29761786548043e-25,"Sig","F09E10.1","WBGene00017294",246.293795464133,243.752932279751,9.28271175043368,8.1751922052496,"F09E10.1",NA,NA
"nspd-2",370.695582360385,2.79085038153824,0.258332370516562,10.7990243158531,3.47880496782584e-27,9.29761786548043e-25,"Sig","nspd-2","WBGene00010633",596.290241650007,700.877996584097,92.0535581918006,93.5605330156344,"nspd-2",NA,NA
"msp-55",294.085800539136,2.92658898924906,0.271524426312267,10.771909592909,4.67208909286666e-27,1.21300781676798e-24,"Sig","msp-55","WBGene00003448",531.476084948919,510.114832191248,71.1674567533249,63.5848282630525,"msp-55",NA,NA
"msp-113",634.246504440642,2.48212835415671,0.230857606953555,10.7501094860204,5.91913159720076e-27,1.49408746732676e-24,"Sig","msp-113","WBGene00003468",996.286180148148,1158.00306088844,196.48406538418,186.212711341797,"msp-113",NA,NA
"msp-36",652.277137126876,2.65488309351836,0.248108347844344,10.6984956383524,1.03443946954347e-26,2.54052742155177e-24,"Sig","msp-36","WBGene00003432",1027.76734197439,1227.24302426066,204.219658509541,149.878523762909,"msp-36",NA,NA
"ssp-11",371.105859442275,2.82729469744357,0.264925456059273,10.6675952416057,1.44312935528234e-26,3.45097801353964e-24,"Sig","ssp-11","WBGene00006040",635.17873567066,668.377605613463,103.656947879843,77.2101486051352,"ssp-11",NA,NA
"ssq-2",276.743128084031,2.93169804912817,0.275849228933547,10.6211069986168,2.37725062475695e-26,5.5389939556837e-24,"Sig","ssq-2","WBGene00006051",487.032091782459,493.158106467439,59.5640670652828,67.2182470209412,"ssq-2",NA,NA
"ssq-1",293.905708432584,2.94414277952497,0.278680656108186,10.5580877759649,4.66059065109077e-26,1.05876968116155e-23,"Sig","ssq-1","WBGene00006050",514.809587511497,527.778088153549,75.8088126285417,57.2263454367472,"ssq-1",NA,NA
"ssp-9",331.215752857658,3.09441330778732,0.293532133471353,10.535230552371,5.94374532413751e-26,1.31733692098628e-23,"Sig","ssp-9","WBGene00006038",509.254088365689,678.975559190844,81.2237278162947,55.4096360578029,"ssp-9",NA,NA
"Y38C1AA.7",234.092130140843,3.04741221802667,0.291444738850044,10.4469895655916,1.51250166935036e-25,3.27240539747302e-23,"Sig","Y38C1AA.7","WBGene00021398",399.995938498141,436.635687388077,47.9606773772407,51.7762172999142,"Y38C1AA.7",NA,NA
"ssq-4",265.58790950118,3.01124789199682,0.288777704986386,10.4201026711398,2.00736381949353e-25,4.24207326226459e-23,"Sig","ssq-4","WBGene00006053",516.661420560099,430.276915241648,51.8284739399214,63.5848282630525,"ssq-4",NA,NA
"msp-142",290.952259124614,2.85337990921886,0.274223285217278,10.3996321535073,2.48892137328623e-25,5.14018829978453e-23,"Sig","msp-142","WBGene00003469",551.846248483547,472.66872955117,71.1674567533249,68.1266017104134,"msp-142",NA,NA
"msp-64",388.829242591291,2.59039762170582,0.250036844087805,10.3570406919901,3.88805466896501e-25,7.85127839486335e-23,"Sig","msp-64","WBGene00003457",692.585560177337,643.649047266242,113.713218942813,105.369143978773,"msp-64",NA,NA
"msp-50",377.286626185541,2.56142938620242,0.250497797049137,10.2223413942667,1.57490118678293e-24,3.11111458354271e-22,"Sig","msp-50","WBGene00003443",633.326902622057,659.192712513067,112.16610031774,104.4607892893,"msp-50",NA,NA
"msp-38",256.166416667188,2.87010451008161,0.281542650218688,10.1875428077874,2.25388979278047e-24,4.35768011638215e-22,"Sig","msp-38","WBGene00003434",425.921601178576,476.907910982122,61.8847450028912,59.9514095051638,"msp-38",NA,NA
"nspd-3",321.758548657017,2.75206544869139,0.272615439790826,10.0905409494871,6.08333445740731e-24,1.15165125446792e-21,"Sig","nspd-3","WBGene00016058",496.291257025472,625.985791303941,86.6386430040477,78.1185032946073,"nspd-3",NA,NA
"msp-45",450.207822039656,2.50238569685825,0.248338939491212,10.0741840230131,7.18547276113658e-24,1.33253859143772e-21,"Sig","msp-45","WBGene00003438",724.06672200358,808.977123073378,146.976269381867,120.8111736998,"msp-45",NA,NA
"spch-3",282.009296305807,2.83762292416903,0.281856201037178,10.0618907491079,8.14194011102746e-24,1.47971619577813e-21,"Sig","spch-3","WBGene00020840",453.699096907614,537.669511492437,75.8088126285417,60.859764194636,"spch-3",NA,NA
"Y59E9AL.2",180.106112800086,3.16495865945617,0.317524721436628,9.9541721380732,2.41827153248718e-23,4.30879086582569e-21,"Sig","Y59E9AL.2","WBGene00043743",329.626282651246,320.058198036891,37.1308470017347,33.6091235104706,"Y59E9AL.2",NA,NA
"msd-4",335.21545038595,2.5559670027961,0.256779014496423,9.9506886399424,2.50444109709809e-23,4.37651081717892e-21,"Sig","msd-4","WBGene00016447",587.031076406994,560.985009362674,97.4684733795536,95.3772423945787,"msd-4",NA,NA
"nspd-7",192.578291676753,3.06449218660943,0.309942025887704,9.87626014925917,5.2765518402148e-23,9.0467974664211e-21,"Sig","nspd-7","WBGene00012781",324.070783505438,365.276133300381,40.9986435644154,39.9676063367759,"nspd-7",NA,NA
"gipc-2",190.628363370628,3.02732244699826,0.308339919660215,9.80754496843932,1.04479483183451e-22,1.75815752534819e-20,"Sig","gipc-2","WBGene00009681",331.478115699849,349.025937815064,40.2250842518793,41.7843157157202,"gipc-2",NA,NA
"cpr-4",204.758711503226,3.00205419270668,0.306720920230013,9.77811701301847,1.39786901758572e-22,2.30953377505481e-20,"Sig","cpr-4","WBGene00000784",331.478115699849,397.776524271015,42.5457621894877,47.2344438525533,"cpr-4",NA,NA
"msp-33",401.384309640546,2.45329731410683,0.251135426032024,9.76644486658317,1.56859930292239e-22,2.54533247600996e-20,"Sig","msp-33","WBGene00003431",642.586067865069,717.128192069414,132.27864244368,113.544336184022,"msp-33",NA,NA
"C04G2.9",317.54331859921,2.63933920732721,0.270364601464712,9.75832861625749,1.69932619307354e-22,2.70908370464198e-20,"Sig","C04G2.9","WBGene00007308",488.883924831062,606.909474864656,83.5444057539031,90.8354689472178,"C04G2.9",NA,NA
"ule-4",142.316306541604,-4.05832220157689,0.423863793499751,-9.51258651845508,1.85979725769131e-21,2.91378925528292e-19,"Sig","ule-4","WBGene00007458",5.55549914580752,21.195907154761,264.55728488736,277.956534978487,"ule-4",NA,NA
"msp-3",306.082657680769,2.79157170009795,0.293476205965839,9.50749292828246,1.95312780246181e-21,2.96927513104466e-19,"Sig","msp-3","WBGene00003424",555.549914580752,517.180134576168,94.374236129409,57.2263454367472,"msp-3",NA,NA
"nspd-5",256.828120782548,2.66932159673839,0.28062716859919,9.50709747432137,1.96056462928007e-21,2.96927513104466e-19,"Sig","nspd-5","WBGene00017386",416.662435935564,472.66872955117,73.4881346909333,64.4931829525247,"nspd-5",NA,NA
"F17E9.5",278.667246589305,2.58168934173972,0.275040868778659,9.38265702027751,6.43307629610856e-21,9.58317447585876e-19,"Sig","F17E9.5","WBGene00017542",488.883924831062,468.429548120218,87.4122023165838,69.9433110893577,"F17E9.5",NA,NA
"cpg-2",149.339258847255,-3.53069740750761,0.378927860576527,-9.28361721668901,1.63820447943886e-20,2.4010264684937e-18,"Sig","cpg-2","WBGene00015102",14.8146643888201,28.2612095396813,290.858301513589,263.422859946932,"cpg-2",NA,NA
"col-159",294.737608120651,-3.16510880938552,0.341819596237697,-9.25101443002776,2.22372039993479e-20,3.20745194828689e-18,"Sig","col-159","WBGene00000732",85.1843202357153,36.7395724015857,564.698298151382,492.328241693921,"col-159",NA,NA
"D1054.10",110.786646932811,-4.47068567548011,0.486922578045268,-9.06651895168795,1.22880038748324e-19,1.74470455016566e-17,"Sig","D1054.10","WBGene00008377",1.85183304860251,12.7175442928566,225.105759948017,203.471450441768,"D1054.10",NA,NA
"msp-31",348.544264332943,2.5353748455227,0.282830889505119,8.96154212397877,3.20168847880824e-19,4.47596049337392e-17,"Sig","msp-31","WBGene00003429",627.771403476249,564.517660555134,123.769490005782,78.1185032946073,"msp-31",NA,NA
"cey-2",259.189032150204,-2.66276099166104,0.298754952396812,-8.9051615619377,5.33083507320633e-19,7.33959065306454e-17,"Sig","cey-2","WBGene00000473",53.7031584094727,81.9575076650758,437.834570895455,463.260891630811,"cey-2",NA,NA
"C04G2.3",123.198155371765,3.37262856710193,0.379038874766693,8.87508638070645,6.98791574109944e-19,9.47749109542845e-17,"Sig","C04G2.3","WBGene00014665",196.294303151866,254.350885857132,23.9803386886203,18.1670937894436,"C04G2.3",NA,NA
"perm-4",142.173584823746,-3.60253298314211,0.405192797789354,-8.85371618771964,8.46524793765147e-19,1.13123100013881e-16,"Sig","perm-4","WBGene00016638",9.25916524301253,28.2612095396813,272.292878012721,258.881086499571,"perm-4",NA,NA
"Y69E1A.2",188.369658162233,2.68601326997315,0.303820360145357,8.83435052573657,1.00681486262211e-18,1.32593139951407e-16,"Sig","Y69E1A.2","WBGene00013474",312.959785213824,340.54757495316,51.8284739399214,48.1427985420255,"Y69E1A.2",NA,NA
"W03D8.9",120.656017705164,3.22786442686128,0.367183483153018,8.77144340187362,1.76390364647687e-18,2.28979891936219e-16,"Sig","W03D8.9","WBGene00020990",229.627298026711,207.719890116658,21.6596607510119,23.6172219262766,"W03D8.9",NA,NA
"Y59E9AL.3",143.401693473049,2.93342974081667,0.336213380818362,8.7134594090712,2.94739248679799e-18,3.77224725739906e-16,"Sig","Y59E9AL.3","WBGene00021993",246.293795464133,262.122718480544,32.4894911265179,32.7007688209984,"Y59E9AL.3",NA,NA
"gsp-3",107.325689653325,3.39749243152629,0.390139804657377,8.68188203808009,3.89273041707324e-18,4.91295018054785e-16,"Sig","gsp-3","WBGene00021113",188.886970957456,204.187238924198,16.2447455632589,19.9838031683879,"gsp-3",NA,NA
"F23A7.4",441.245046512715,-2.11463496325991,0.248569734425491,-8.50534034313805,1.81063635559497e-17,2.22833851797447e-15,"Sig","F23A7.4","WBGene00009069",183.331471811648,148.371350083327,714.768804783393,718.508559372493,"F23A7.4",NA,NA
"gipc-1",123.618561542237,3.11436309872964,0.365481905383044,8.50508359911135,1.81464785220767e-17,2.22833851797447e-15,"Sig","gipc-1","WBGene00016440",196.294303151866,247.992113710704,24.7538980011565,25.433931305221,"gipc-1",NA,NA
"nspd-6",126.437802003259,3.02378232806082,0.357257596472831,8.4497311524615,2.91974380706651e-17,3.53756159664179e-15,"Sig","nspd-6","WBGene00043147",205.553468394878,245.872522995228,27.0745759387649,27.2506406841654,"nspd-6",NA,NA
"C48E7.7",154.077123148969,2.75675290358715,0.328646916457575,8.38006496603136,5.28984971529961e-17,6.32485057406942e-15,"Sig","C48E7.7","WBGene00016752",257.404793755748,280.492504681337,34.8101690641263,43.6010250946646,"C48E7.7",NA,NA
"tts-1",142.856776962781,2.81296645054943,0.337362453224575,8.32880046556553,8.16655751012071e-17,9.63759845382687e-15,"Sig","tts-1","WBGene00006650",255.552960707146,245.872522995228,30.9423725014456,39.0592516473037,"tts-1",NA,NA
"nspd-4",133.203934243259,2.8685539027618,0.345780827959314,8.28507625193095,1.1803343649253e-16,1.37508953513798e-14,"Sig","nspd-4","WBGene00020715",225.923631929506,243.752932279751,28.6216945638372,34.5174781999428,"nspd-4",NA,NA
"nspd-9",74.3698298840956,4.0604917396118,0.486023737582075,8.27601590288399,1.27364995663941e-16,1.46501989316232e-14,"Sig","nspd-9","WBGene00017808",133.33197949938,148.371350083327,8.50915243789754,7.26683751577743,"nspd-9",NA,NA
"sodh-1",113.460346043912,3.34452939741068,0.403893562075041,8.25898299440939,1.46918856740882e-16,1.66881456400549e-14,"Sig","sodh-1","WBGene00010790",251.849294609941,163.20848509166,22.433220063548,16.3503844104992,"sodh-1",NA,NA
"C39H7.1",109.395165558064,3.31656749188314,0.402429322494851,8.21902193658196,2.0516951601247e-16,2.30169801482138e-14,"Sig","C39H7.1","WBGene00016541",194.442470103263,204.89376916269,25.5274573136926,12.7169656526105,"C39H7.1",NA,NA
"T08B2.12",145.640781776964,2.69963271427622,0.330258469301741,8.16647821956019,3.17522697043211e-16,3.51869359516056e-14,"Sig","T08B2.12","WBGene00020350",257.404793755748,248.698643949196,35.5837283766624,40.875961026248,"T08B2.12",NA,NA
"F58A6.9",150.937008935156,2.78631173385716,0.341029576229583,8.16174257251302,3.30225408603265e-16,3.61537143129864e-14,"Sig","F58A6.9","WBGene00019026",246.293795464133,282.612095396813,44.8664401270961,29.9757047525819,"F58A6.9",NA,NA
"ssp-16",110.793649194341,3.37330504825455,0.413876350599502,8.12742344209646,4.38511404693324e-16,4.74375373148599e-14,"Sig","ssp-16","WBGene00006044",161.109475228418,244.459462518243,23.9803386886203,13.6253203420827,"ssp-16",NA,NA
"hsp-16.11",79.7893879812633,-4.48755245295638,0.544108060062283,-8.09865056692663,5.55721539675393e-16,5.94099015415328e-14,"Sig","hsp-16.11","WBGene00002017",1.85183304860251,8.4783628619044,161.673896320053,147.153459694493,"hsp-16.11",NA,NA
"ssp-34",110.922385971944,3.02834283786471,0.377718447157865,8.00194401168966,1.22470073780624e-15,1.29405297726108e-13,"Sig","ssp-34","WBGene00013858",175.924139617238,220.437434409514,25.5274573136926,21.8005125473323,"ssp-34",NA,NA
"smz-1",102.581433820437,3.06132849417744,0.382854233753297,7.9787163988749,1.4786287367126e-15,1.5444022218974e-13,"Sig","smz-1","WBGene00007733",188.886970957456,178.752150338484,20.8861014384758,21.8005125473323,"smz-1",NA,NA
"cpg-1",115.693550007164,-3.29606067226934,0.412343258509005,-7.96308855361672,1.67797283321307e-15,1.73269762902354e-13,"Sig","cpg-1","WBGene00000465",11.110998291615,26.8481490626973,204.993217822077,219.821834852267,"cpg-1",NA,NA
"F23A7.8",270.460944616636,-2.17656009084465,0.273804594986631,-7.94601953956038,1.92600058643413e-15,1.96646823920528e-13,"Sig","F23A7.8","WBGene00044638",103.70265072174,91.8489310039643,439.381689520527,446.910507220312,"F23A7.8",NA,NA
"F32A11.3",95.3919337819359,3.22861900383769,0.405373066045249,7.94177348057181,1.99310682881081e-15,2.01237352815598e-13,"Sig","F32A11.3","WBGene00009308",153.702143034008,192.176224869833,19.3389828134035,16.3503844104992,"F32A11.3",NA,NA
"C17F3.1",118.066404973617,2.89795123758621,0.365075614453792,7.92560013782491,2.2704709750055e-15,2.26722744504121e-13,"Sig","C17F3.1","WBGene00015907",194.442470103263,223.263555363483,30.9423725014456,23.6172219262766,"C17F3.1",NA,NA
"sss-1",123.911852402475,2.91186551024055,0.368902027651275,7.88148274251662,3.23518802930174e-15,3.19545148068097e-13,"Sig","sss-1","WBGene00006056",194.442470103263,244.459462518243,34.0366097515901,22.7088672368045,"sss-1",NA,NA
"K12H6.4",233.691264223499,9.65382243536361,1.10263579331501,7.86304614907858,3.7490281323527e-15,3.66316329448268e-13,"Sig","K12H6.4","WBGene00019684",390.736773255129,544.028283638865,0,0,"K12H6.4",NA,NA
"cyc-2.2",112.833383720676,2.88583646992124,0.366659301958541,7.85803770539112,3.90197859678417e-15,3.77205101159338e-13,"Sig","cyc-2.2","WBGene00013854",185.183304860251,213.372132024594,25.5274573136926,27.2506406841654,"cyc-2.2",NA,NA
"K12H6.9",237.192396999529,9.66391795611763,1.10382714692681,7.85569848172081,3.97550391985049e-15,3.8026741178612e-13,"Sig","K12H6.9","WBGene00019689",357.403778380284,591.365809617832,0,0,"K12H6.9",NA,NA
"T27E7.1",93.2507003793579,3.1391486545812,0.399624535425246,7.83457611884351,4.70427014639248e-15,4.45288571044464e-13,"Sig","T27E7.1","WBGene00012087",172.220473520033,163.915015330152,17.7918641883312,19.0754484789157,"T27E7.1",NA,NA
"clec-197",227.30097366064,9.61391277525582,1.10533277290245,7.82159570996074,5.21578921206607e-15,4.88617284227261e-13,"Sig","clec-197","WBGene00008202",357.403778380284,551.800116262278,0,0,"clec-197",NA,NA
"F59B2.12",190.500079497214,9.39750716490004,1.11336612730112,7.66067417921622,1.84959552476973e-14,1.71502801363087e-12,"Sig","F59B2.12","WBGene00010314",344.440947040066,417.559370948792,0,0,"F59B2.12",NA,NA
"F09C6.10",190.158049687725,9.3914374973657,1.11466218344202,7.64595746574127,2.07396221510515e-14,1.90364592410713e-12,"Sig","F09C6.10","WBGene00008620",314.811618262426,445.820580488473,0,0,"F09C6.10",NA,NA
"nspd-10",138.989083438397,2.5874594637431,0.338693965170546,7.63280684820311,2.29696897506337e-14,2.08725570764009e-12,"Sig","nspd-10","WBGene00020860",220.368132783698,257.1770068111,34.8101690641263,43.6010250946646,"nspd-10",NA,NA
"Y57G11A.2",89.5809174335989,3.13967954057544,0.410772902903048,7.62255581132287,2.48701531359542e-14,2.237575064816e-12,"Sig","Y57G11A.2","WBGene00013290",157.405809131213,165.328075807136,14.6976269381867,20.8921578578601,"Y57G11A.2",NA,NA
"nspa-8",77.9092842469103,3.41441871268863,0.446712814302849,7.60996460370886,2.74170999081766e-14,2.44254104770197e-12,"Sig","nspa-8","WBGene00012294",127.776480353573,158.262773422215,14.6976269381867,10.9002562736661,"nspa-8",NA,NA
"F26B1.8",116.671840202256,2.7015301925077,0.354969664721181,7.60123948780216,2.93307731940209e-14,2.58765763120454e-12,"Sig","F26B1.8","WBGene00194703",203.701635346276,202.067648208721,30.9423725014456,29.9757047525819,"F26B1.8",NA,NA
"ant-1.3",81.4680215543713,3.34763310453564,0.439883979060198,7.5808231374704,3.43369416922092e-14,3.00019028035677e-12,"Sig","ant-1.3","WBGene00010485",133.33197949938,164.621545568644,17.0183048757951,10.9002562736661,"ant-1.3",NA,NA
"ins-31",177.050104204314,9.30142626898064,1.11870539283413,7.57285013756225,3.65123432536214e-14,3.15988250614912e-12,"Sig","ins-31","WBGene00002114",296.293287776401,411.907129040855,0,0,"ins-31",NA,NA
"R10E9.2",99.8837593984767,2.9414387730229,0.388249005406006,7.56138299422641,3.98806065866803e-14,3.41882143446381e-12,"Sig","R10E9.2","WBGene00011214",157.405809131213,197.121936539277,23.2067793760842,21.8005125473323,"R10E9.2",NA,NA
"Y106G6H.13",91.0886299022333,3.02963139479925,0.400120352713129,7.55390430735436,4.22400576414732e-14,3.58724676437446e-12,"Sig","Y106G6H.13","WBGene00013723",170.36864047143,155.436652468247,18.5654235008674,19.9838031683879,"Y106G6H.13",NA,NA
"Y53H1B.2",89.8229526073349,3.04162238683424,0.407828085794425,7.44001685019323,1.00672458115517e-13,8.47046876755285e-12,"Sig","Y53H1B.2","WBGene00013181",148.1466438882,173.099908430548,16.2447455632589,21.8005125473323,"Y53H1B.2",NA,NA
"col-142",121.070416904337,-3.05935719397814,0.410693800915134,-7.43212536905722,1.06866437240163e-13,8.90913133212258e-12,"Sig","col-142","WBGene00000715",37.0366609720501,16.9567257238088,241.350505511276,188.937775410213,"col-142",NA,NA
"T21H3.1",431.515085361995,1.79552800609331,0.241961311657328,7.42007698431518,1.17052277112126e-13,9.6695822010717e-12,"Sig","T21H3.1","WBGene00020662",637.030568719262,704.410647776557,180.239319820921,204.37980513124,"T21H3.1",NA,NA
"C48B4.12",154.396667775363,9.12224354528674,1.12836670374451,7.41295599677051,1.23514878013321e-13,1.01115287973608e-11,"Sig","C48B4.12","WBGene00008175",238.886463269723,378.70020783173,0,0,"C48B4.12",NA,NA
"F26D2.16",150.017989856096,9.09204222917871,1.12840613593229,7.40116142837479,1.34998498243684e-13,1.09529585137532e-11,"Sig","F26D2.16","WBGene00009154",257.404793755748,342.667165668636,0,0,"F26D2.16",NA,NA
